4C-18-9A-3E-2C-7F,37021224120228,1550119338,1550119338
4C-18-9A-3E-2C-7F,37021227120517,1550119860,1550119860
4C-18-9A-3E-2C-7F,37021224120228,1550119861,1550119861
4C-18-9A-3E-2C-7F,37021227120517,1550120322,1550120322
4C-18-9A-3E-2C-7F,37021227120517,1550120764,1550120764
4C-18-9A-3E-2C-7F,37021224120228,1550121063,1550121063
4C-18-9A-3E-2C-7F,37021227120517,1550121065,1550121065
4C-18-9A-3E-2C-7F,37021224120228,1550124081,1550124817
4C-18-9A-3E-2C-7F,37021227120517,1550125141,1550125141
4C-18-9A-3E-2C-7F,37021224120228,1550125143,1550125143
4C-18-9A-3E-2C-7F,37021227120517,1550126344,1550126344
4C-18-9A-3E-2C-7F,37021224120228,1550126346,1550126346
4C-18-9A-3E-2C-7F,37021227120517,1550126643,1550126643
4C-18-9A-3E-2C-7F,37021224120228,1550126646,1550127182
4C-18-9A-3E-2C-7F,37021227120517,1550127182,1550127247
4C-18-9A-3E-2C-7F,37021224120228,1550127247,1550127247
4C-18-9A-3E-2C-7F,37021224120228,1550129351,1550130689
4C-18-9A-3E-2C-7F,37021227120517,1550131490,1550131490
4C-18-9A-3E-2C-7F,37021224120228,1550131492,1550131492
4C-18-9A-3E-2C-7F,37021224120228,1550132516,1550132996
64-A2-F9-99-C9-A2,37021227120517,1550117299,1550117299
64-A2-F9-99-C9-A2,37021224120228,1550117302,1550117302
64-A2-F9-99-C9-A2,37021227120517,1550117937,1550117964
64-A2-F9-99-C9-A2,37021227120517,1550118529,1550118529
64-A2-F9-99-C9-A2,37021227120517,1550118621,1550118636
64-A2-F9-99-C9-A2,37021227120517,1550119268,1550119444
64-A2-F9-99-C9-A2,37021227120517,1550120405,1550120405
64-A2-F9-99-C9-A2,37021227120517,1550124610,1550124610
64-A2-F9-99-C9-A2,37021227120517,1550126075,1550126075
64-A2-F9-99-C9-A2,37021227120517,1550126571,1550126571
64-A2-F9-99-C9-A2,37021227120517,1550126965,1550126965
64-A2-F9-99-C9-A2,37021227120517,1550128849,1550128849
64-A2-F9-99-C9-A2,37021227120517,1550129146,1550129146
64-A2-F9-99-C9-A2,37021224120228,1550129147,1550129147
64-A2-F9-99-C9-A2,37021227120517,1550131131,1550131131
64-A2-F9-99-C9-A2,37021227120517,1550136574,1550136574
64-A2-F9-99-C9-A2,37021227120517,1550136725,1550136725
64-A2-F9-99-C9-A2,37021227120517,1550137140,1550137140
64-A2-F9-99-C9-A2,37021227120517,1550137506,1550137506
64-A2-F9-99-C9-A2,37021227120517,1550137985,1550137985
